query,intent
우리가 어 대체적으로 이 사람들이 어디 출신인지 어느 항구에서 출발했는지 특성들을 볼 수가 있었습니다.,1
따라서 정보를 반드시 어 어디서 가져오셨으면 그 출처를 또 밝히셔야 되거든요.,1
특히 이 수업을 듣는 여성 수강생이라면 (acetone)/(아세톤) 어디서 들어보셨나요?,1
(interval)/(인터벌)이라는 뜻은 여러분들 어디서부터 어디까지를 우리가 (interval)/(인터벌)이라고 얘기를 하잖아요.,1
자 지금은 뭐 인공지능이니 예를 들면 네 이런 것들 지금 인공지능 전공자가 어디 있어요?,1
여러분들이 대표적으로 정형 데이터는 어디서 얻을 수 있나요?,1
저희 자체의 어떤 어떤 틀에도 어디에도 속하지 않는 네 틀에 맞춰져 있지 않는 이 데이터를 왜 비정형 데이터라고 합니다.,1
사실은 근데 이게 어디 어디인가에 저장이 돼 있어서 바로 쓸 수 있는 건 아니죠.,1
그래서 제 저의 가장 큰 목표 하나는 뭐냐 하면 이번 학기에 여러분들이 나중에 어디를 가든 어디를 가든 이제 졸업하고 나면 취업 준비하면서 이력서라는 걸 항상 쓰게 될 텐데 저도 여태까지 살면서 이력서를 엄청 많이 썼습니다.,1
잘은 못하는데 이제 해 본 게 하나 있으니까 어디 가면 그렇게 얘기를 하고 다녀요.,1
그래서 여러분들 뭐 다들 열심히 준비를 하고 있을 텐데 한 가지 여러분 나중에 어디를 취업하건 할 때 이력서에 보유 기술에 (python)/(파이썬) 할 줄 압니다.,1
항상 어느 때는 뭐 어느 공항 몇 시 출발 어디 공항 몇 시 도착 이 계획이 있고 예상은 아마 (et)/(이티)인 것 같은데 예상이 스케줄 된 타임이 있어요.,1
안보여 어디 있었을까요.,1
여러분 여러분이 보는 화면이랑 제가 업로딩 한 화면이랑 좀 다를 수가 있어서 정확히 어디로 올라가는지 모르겠는데 이 학습 학습 학습 수업 자료실이라는 데가 있더라고 과 ~~~ 봤어요.,1
이 사람들이 어디로 갈 거냐는 이 사람들의 청구지 주소를 분석을 한 거예요.,1
자취방 왔다갔다 되는 분도 있고 기숙사에 들어와야 되는 분도 있고 또 집이 먼 분도 있고 여러 가지 또 왔다 갔다 그다음 수업이 또 비대면이면 또 어디 가서 또 거기 가서 또 수업 듣고 하려면 또 어려운 부분도 있고 그래서 어 그냥 최대한 온라인이기는 하지만 온라인이면서도 대면 수업인 것처럼 할 수 있는 효과를 최대한 내서 여러분들하고 비록 어렵지만 위기를 헤쳐나가도록 하겠습니다.,1
어디 있더라.,1
아니면 어디가 파손됐다.,1
비행장은 어디 할 거냐?,1
그 순간에 벌써 어디로 갔나 기체가 없어요.,1
지금 조정기를 스틱을 어 언제 기체가 지금 어디로 가는지는 신경을 쓰지 말고 조정기를 한번 잡고 한번 해볼게요.,1
혹시 지금 수업 어디서 하고 있어요?,1
제가 껏다 켰더니 누가 어디까지 했는지 까먹었어요.,1
떨어질 것 같으면 다시 또 (throttle)/(스로틀) 올려주든지 아니면 (bank)/(뱅크) 각을 조금 풀어준다든지 예 저속 비행을 계속 하고 있는데 어 얘가 도움이 어디서 되냐면요.,1
자 이 동영상인데 이게 어디서 나오는거냐면 이게 그 그 (simulator)/(시뮬레이터)에서 나오는 그 저기 그 갑자기 생각이 안 나네.,1
(throttle)/(스로틀)을 어디서 어느정도 해서 끄고 (elevator)/(엘리베이터)를 얼마큼 당겨주는지 어디서부터 당겨주는지 (elevator)/(엘리베이터) 업을 거의 최대한 해주신다고 보면 돼요.,1
그러고 원래 정석은 착지가 문제 확주로에서 비행기가 착지를 하는데 착지가 어디에서 착지를 해야 되냐면 왜 조종자 바로 시야 앞에 왜 정면 조종자의 정면 그 전에 착지를 해야 돼요.,1
그러면 가까운데 어디 이렇게 한 바퀴 돌아서 거기서 아니 아무렇게나 편한대로 한번 착륙 한번 해보세요.,1
(approach)/(어프로치)를 해서 어디로 끌고 들어와야 되는데 그냥 거의 대부분 이렇게 들어 와서 여기서 이렇게 중앙 활주로 중앙을 못 맞추더라고요.,1
선회를 했는데 선회를 해서 들어오는데 어디까지 털고 들어오느냐.,1
정석은 아니긴 한데 뭐 저 같은 경우는 이래 저 같은 경우 어디까지 끌고 들어오는 자 활주로가 수평을 볼게요.,1
3종은 갖고 계셔야 어 고정익 그 실습 수업을 하셔도 아마 그 이제 다음 학기에 들 여러분 실습 수업도 하시고 하실텐데 어디서 할지는 모르겠지만 아마 1(kg)/(킬로그램)까지의 그 있는 기체는 할 거예요.,1
그랬는데 아 그러면 그거 60 61 말고요 그 지역이 어디인가요 했는데 갑자기 생각이 안 나는 거예요.,1
그다음에 비행 승인은 어디로 합니까라고 했을 때 각 지방 항공청에 한다.,1
그래서 비행승인을 어디에서 이게 말이 정확해야 돼.,1
어디에서 하느냐라고 했을 때는 원스탑 민원에서 한다라고 이제 그렇게 얘기를 할 수 있는데 이 비행 승인의 승인 기관은 어디냐라고 했을 때는 원스탑 민원입니다라고 하는 게 아니고 예 지방 항공청입니다라고 얘기를 해줘야 되는 거예요. 그죠?,1
넣는데 지정이 어디로 되냐.,1
그런데 그 부과 조건이 뭐가 있냐면 서울 그러니까 해미 기준으로 먼저 말씀을 드리면 서울 항공 정황하고 어 뭐 예를 들어서 공군 공군 어디하고 두 개가 같이 지정이 됩니다.,1
어디 떨어져서 누구 차 위에 떨어졌는데 또 운이 나쁘게 또 비싼 차에 떨어지고 그러면 유리창 깨지면 몇 백만원씩 나오고 막 이러는데 괜히 그거 어려운 일 생기고 하면 안 되니까 예 보험을 듭니다.,1
밀집된 지역 그러니까 뭐 쇼 공연하는데 어디서 하다가 갖고 떨어졌다.,1
500만원이 어디 있어요.,1
법에 그렇게 돼 있기 때문에 예 법에 신고를 부착을 해야 된다라고 돼 있고 예를 들어서 뭐 어디에 부착을 해야 되는가 이런 거는 그 세측에 예 이렇게 정확히 이제 응시가 돼 있기 때문에 세측에 따라서 비행기보 옆 옆에 동체 옆면 아니면 날개 후면 그다음에 밑에면 뭐 이런 식으로 이렇게 붙이는 게 돼 있어요.,1
아니 근데 어디로 갖다 주려고?,1
그래서 저는 비록 음 여러분들을 만약에 떠난다 하더라도 뭐 근처에 다 같이 있고 아마 uv랜드나 어디에서 이렇게 같이 볼 수도 있고 저도 기체도 주문 좀 많이 했어요.,1
어디까지 작아지나 여기까지 따라오셨죠?,1
자 이걸 어디 넣어 줘야 돼요?,1
무한 반복을 위 아래 좌우로 5만큼씩 90도 마이너스 90도 0도 080도로 해서 상하 좌우로 움직이는 것을 그것도 무한 반복으로 다음 모양으로 바꾸기를 이용하여 발을 움직여 보이게 끔 하는 두 가지 이미지 어디 이렇게 모양에 가 보면 (sprite)/(스프라이트) 모양 0 1가 있잖아요.,1
스타트 버튼을 눌렀을 때라고 할 건데 사실은 그냥 어디를 누르든 일단 해볼게요.,1
계산기에서는 내가 첫 번째 연산자 두 번째 수가 있는데 어디에도 없어요.,1
왜 우리가 뭐 어디까지 만들었죠?,1
그러면 결과의 결과값 정하기라고 되어 있는 곳에 이 친구가 이제 말을 하게끔 해주는 거 그걸 우리가 어디서 하죠?,1
지금 어디까지 작업을 했는지 학생들이 체크가 될 수 있도록 계속 (copy)/(카피)해서 만드는 거지만 실제로 여러분이 개인적인 작업을 할 땐 필요 없는 것들은 버리거나 삭제하시면 됩니다.,1
지금 어디를 가나요 라고 물었으면 저는요 하고 한 칸 띄어 쓰거나 하고 대답에 따라 가시는군요 라고 느낌표를 해주면 시작해볼까요?,1
지금 어디를 가나요?,1
이것을 어디에 넣었냐면 여기 클릭했을 때 내용에 일단 넣어보겠습니다.,1
여기 이제 왼쪽으로 이동할 테니까 우리가 왼쪽으로 이동하는 건 어디냐?,1
어디까지 떨어지느냐?,1
여기 마이너스115에서 060분은 어디죠?,1
(logo)/(로고)도 역시 (acrostic)/(아크로스틱)처럼 이것만 봐도 어디인지 (nuance)/(뉘앙스)를 알게 하는 건데요.,1
의장이라고 여기 앉는 게 아니라 어디 앉아도 상관없지만 리더가 여기 앉았다고 합시다.,1
리더 곁에서 가능하면 서기가 이런 내용들을 정리하며 적기 편하도록 어디든 앉을 수 있지만 앉았다고 합시다.,1
의장이라고 여기 앉는 게 아니라 어디 앉아도 상 상관없지만 리더가 여기 앉았다고 합시다.,1
리더 곁에서 가능하면 서기가 이런 내용들을 정리하며 적기 편하도록 뭐 어디든 앉을 수 있지만 앉았다고 합시다.,1
제주도 뭐 어디 뭐 이런 개념이 스타트가 될 확률이 크겠죠.,1
이런 이야기도 될 수 있지만 또 수리적으로 생각하는 사람은 어느 어느 정도 예산으로 가기가 가장 제주도에 어디가 제일 좋더라 거기가 숙박지가 가깝고 여행할 꺼리들도 먹거리들로 집중되어 있으니 그쪽을 딱 해서 이박 삼 일 정도로 짧게 하지만 가성비 좋게 가자.,1
비행기 편이냐 배편을 이용하느냐 그러면 그곳을 위해서 아 그 타는 곳을 가기 위해서의 각자의 이야기도 있지만 집단 해결이기 때문에 자 몇 시까지 도착해부터 스타트하는 과정에 대한 소그룹 간에 야 차를 같이 타고 갈까 어디에서 모여서 갈까 뭐 이런 것도 있는 것처럼 공항에서 출발해서 도착을 하면 도착해서 렌트카를 빌려야 되면 우리 팀원 내에 우리가 같이 갈 이 그룹 내에 면허증이 있는지도 알아야 되잖아요.,1
그 바다에 비슷한 내가 봤던 추억을 잡을 수도 있지만 드라마 영화 어디에서 웹에서 본 책에서 본 이미지와 매치시켜 떠올려 상상을 해요.,1
깨지라고 던지는 게 아니고 어디 인제 쇼파나 좀 안전한데 던졌다 칩시다.,1
여러분들이 먹는 맛있는 음식들이 이제는 국적 불문하고 아이고 어디 나라 음식이지 라고 여겨질 만큼 그렇게 여겨질 만큼 달라지는 경우 이거 이건 멕시칸 음식 같기도 하면서 한식 모양을 가지고 있는데 맛있는데 아는 맛 제일 무서운 그 맛을 융합하는 건 역시 창조력이죠.,1
어디선가 선순환 구조를 만들 수 있는 것들을 찾는 다각적인 방식 다양한 (fact)/(팩트)를 복합적으로 바라보고 융합해서 설계할 수 있는 방식이 창의적 사고가 되는 거죠.,1
하지만 그 안에서 개인 정보를 어디까지 오픈하고 차폐해서 내 정보를 보호할지에 대한 어떤 인륜적인 개념의 것들 내가 선택적 정보 공개라는 부분을 의도치는 않았겠죠.,1
그러면 총 일정은 누가 담당을 해서 각기 가능한 일정들을 수렴하는 역할을 하고 그 사람이 또 교통 숙박 식사 볼거리 이렇게 등 총 예상을 하려면 힘드니 교통편은 누가 알아보고 숙박은 누가 알아보고 식사는 메뉴는 누가 짜 보고 각기 역할을 한 것들을 다시 모아서 이러한 일정이 가장 적합한데 거기에 맞는 여행지는 어디가 좋고 그에 따른 그다음 소분된 일 교통 방식 법은 차로 갈 거냐 기차를 갈 거냐 뭐 어느 정도 (hitchhiking)/(히치하이킹)을 한다거나 도보를 이용할 거냐 식사 메뉴는 도달할 수 있는 시간들에 적정한 또는 그 지역에서 먹어야 될 꼭 우선 순위 등 여러 가지를 다시 소분된 거에 세분화하여 볼거리 역시 마찬가지죠.,1
어디나 마찬가지 한쪽만 발달했을 경우에 사람의 뇌는 다중 지능처럼 상호 보완적이라고 보완적으로 활동하라고 가 이렇게 3 개의 (sector)/(섹터)를 가지고 있는 거지 한쪽 뇌만 발달 시키면 안 돼요.,1
다양한 가치가 있는데 그 가치를 어디에 두느냐 바로 밑에 기업의 가치 분류 (seven s)/(세븐 에스) 기준에서 설명을 해볼게요.,1
이게 어디에 있느냐에 따라서 자 이걸 0으로 일단 정 위치시켜 보실께요.,1
스프라이트가 어디서부터 시작할지 (sprite)/(스프라이트)가 두 개라고 하면 이 (sprite)/(스프라이트) 두 개가 저 화단에 (sprite)/(스프라이트)를 복사를 해 볼게요.,1
이 축의 위치가 어디냐를 말하는 거거든요.,1
이 친구는 어디까지 이동하느냐?,1
어디 여기 수염에 닿자마자 고양이가 수염에 반응하여 이동하는 것처럼 하려면 여기 십자선으로 돼 있는 거 있었죠?,1
이걸 어디에 넣느냐 다르단 얘기인데 이 벽에 닿으면 튕기기를 하나하나에도 적용해서 넣는다면 예를 들어 여기 마우스를 보세요.,1
이제는 좌우 상하 어디로 움직이듯 움직이든 벽에 닿으면 돌아서게 튕기는 것까지 했어요.,1
그래서 예 역슬래시 어 역슬래시 어디 있어요?,1
이건 어디에다 어 지정해줘도 상관은 없습니다.,1
(c언어)/(씨언어)는 함수가 다다라고 얘기를 했는데 그러면 우리가 짰던 어 실행했던 앞의 (hello)/(헬로) 예제에서는 함수가 어디 있습니까라고 여러분들이 물으실 수 있겠죠.,1
어디냐면요.,1
막 근데 아무튼 실행은 어디서 될 겁니까?,1
프린트 에프 함수 어디 있어요?,1
그래서 자 우리는 이거 결과를 확인하는 게 지금 우리는 교육 목적이기 때문에 이거 (debugging)/(디버깅) 어디 있죠?,1
마이 에이지가 어디 갔나요?,1
그러면 그게 어디로 들어가야 됩니까?,1
간혹 나 (memory)/(메모리) 거기 어디에 저장됐는지 잘 모르는데 그런데도 값을 가져오는 경우가 있습니다.,1
출력하는 명령어는 어디에 있다고요?,1
키보드를 통해서 데이터를 입력 받는 그런 명령어는 어디 있다?,1
그래서 예를 들면 제가 자 교재에서처럼 1 입력하고 (enter)/(엔터)를 치게 되면 그때 1이라는 값이 1이라는 값이 어디로 들어갑니까?,1
가만히 자 그때 교재에서처럼 저희 3를 입력하고 (enter)/(엔터)를 치게 되면 그때 이 3라는 값이 어디로 들어옵니까?,1
그 다음에 변수 어디다 저장할지 변수 1가지만 있었는데 세 번째를 넣은 거예요.,1
입력한 1이 어디로 들어갑니까?,1
요기 우리가 입력했던 자 지금 입력한 요 3가 바로 요 3가 어디로 들어갑니까?,1
한마디로 그 더한 결과가 사이즈 오브 즉 메모리 어디에 지금 들어가있니?,1
메모리 어디에 들어가있니 이거예요.,1
어디에 들어가 있습니까?,1
그래서 그 더한 결과 700도 어디에 들어 있다?,1
3바이트에 들어있던 이 1이라는 숫자를 어디다가 는다고요?,1
그런데 (int)/(인트) 0이 어디로 들어가는 거예요.,1
저희가 어디에 어디에 있는 폴더에서 그 (api)/(에이피아이)의 파일을 작업을 할 건지를 설정을 해 주는 건데요.,1
(script)/(스크립트)를 어디에서 불러올 건지에 대한 내용인데요.,1
그런데 그게 어디 있습니까?,1
우리 컴퓨터에 없고 어디에 있습니까?,1
그럼 이제 이 (container)/(컨테이너)라는 변수를 통해서 우리는 어디에 접근할 수 있게 된 겁니까?,1
생성하면서 야 너 생성된 거 (html)/(에이치티엠엘) 어디에다가 보여 줄 건데 (container)/(컨테이너) 가 봐 거기 들어 있어.,1
그 다음에 어 그래 알았어 내가 그러면 가 볼게 가 봤더니면 어디 있습니까?,1
어디에 있습니까?,1
그래 내가 옵션으로 줄게 옵션 어디 있어?,1
그래서 이러한 라우터들 끼리 간에 서로 쭉 메시지를 주고 받으면서 어디로 보내는 겁니까?,1
첫 시작이 어디냐?,1
보기가 왜냐면 하나의 파일에 자 뭐 (html)/(에이치티엠엘)이 있고 (cs)/(씨에스) 모양 꾸며 주는 거 있고 그다음에 사용자의 액션에 대해서 정의하는 내용도 하나의 (source code)/(소스 코드)에 다 혼재되어 있다 보니까 어 어 어디 부분이 내용이지 어느 부분이 예쁘게 꾸며 줘야 되는 부분이지 자 그런 것들을 파일을 열은 다음에 하나하나씩 찾아가면서 다 (programming)/(프로그래밍)해 주고 수정해 주고 해 줬었어야 됐어요.,1
아파치 서버가 돌아가고 있는 곳이 자 어디가 될 거냐면은요.,1
그러면 여러분들이 어떤 (webpage)/(웹페이지)를 한번 만든다라고 했을 때 그 (webpage)/(웹페이지)를 이제 어디다가 넣으면 됩니까?,1
그거 파일을 어디에다가 넣을 겁니까라고 이렇게 자동적으로 어 이렇게 폴더 화면이 뜨죠.,1
그 5 폴더의 어디입니까?,1
그래서 그 데이터 어디에 있는 데이터인데?,1
가지고 왔을 때 어 야 1000 학과 어디 있어 없는데 그러면 안 되잖아요.,1
그럼 요 0000 나중에 요 0000 가지고 찾아가가지고 0000 누가 어디 있어요 물어봤을 때 대답 못 하면 안 되잖아요.,1
근데 지출이라는 말은 어디 쓰일까요?,1
그리고 정보 보호 경보 기술 (it)/(아이티)가 기업의 어떤 핵심 운영 요소로 자리를 잡으면서 정보 기술이 어디에 어떻게 적용이 되고 우리 비즈니스의 가치 비즈니스의 어떤 목적 달성에 어떠한 영향을 주는지 보고 싶어하는 가시성에 대한 여부가 증대하고 있는 것도 이 (governance)/(거버넌스)의 한 축을 담당하고 있습니다.,1
내부적으로 어디는 이제 사규 또는 내부 규정 또는 정보 보호 내규라고 이제 이름 붙이기도 하죠.,1
그래서 다양한 형태로 어디서 기업이 처해 있는 환경 기업이 소유하고 있는 어떤 비즈니스 가치 그리고 사용 가능한 어떤 예산 일 그렇게 따라서 다양하게 구성해 볼 수 있는데요.,1
그런데 요구 사항들 어디서 나오냐면 다 이 (arena)/(아레나)를 가지고 구축 운영한 사람에 대해서 어떻게 됐는지 성과를 보고받고 이런 의사 결 할 수 있는 거죠.,1
정보 시스템의 데이터나 자원을 정당한 사용자가 이제 언제 어디서든 뭔가 필요한 목적에 의해서 사용할 수 있어야 되는데 사용할 수 없도록 만드는 거죠.,1
그래가지고 어디부터 어디까지 첫 번째 조각 그리고 000번부터 007번까지 두 번째 조각 007번부터 003번까지 세 번째 조각 이런 식으로 조각에 순서값을 알 수가 있고 그 순서는 동쪽으로 변한다고 그랬죠.,1
여긴 임시 공간이에요 임시 공간 임시로 저장을 하는데 요 (buffer)/(버퍼)에 입력되는 정보가 데이터가 언 어디까지 쓸 수 있다라는 여기 임계치값이 있어요.,1
어디로 돌아가 하지만 이 어디로 돌아가는 자체는 요 흘러넘치게 뭔가 유발한 이 (code)/(코드)에 있는 거죠.,1
이때 디비 암호화 시스템에 접근할 권한이 있는 사람 이런 사람들은 어디 복호화를 하거나 아니면 (data base)/(데이터베이스)에 있는 정보를 일부 추출하거나 이런 것 들이 가능하겠죠.,1
그래야 컴퓨터에서 발생되는 입력과 출력이 모두 통제가 되고 물리적인 현황과도 맞고 전반적으로 어디서 이상 징후가 발생하는지를 알아 낼 수가 있죠.,1
이런 중복되는 부분들을 보고 아 어디가 굉장히 (impact)/(임팩트)가 있고 되게 중요한 부분이다라는 것들이 충분하게 식별이 되실 거라고 봅니다.,1
어디서 그리고 정보가 흘러가는지 어떤 자원에 저장 되는지 어떤 정보 처리 시스템이 존재하는지 알겠죠?,1
변경 이력에 대한 책임 추적성 누가 언제 어디서 왜 했는지 이런 거를 책임을 추적해 나가는 책임 추적성은 반드시 관리되어야 되고 변경 결과의 산출물과 우리가 뭔가 계획했던 것과 실제로 한 게 일치하다 라는 것들을 보증하고 내부적으로 보안 정책에 위반되는 것들이 아니다 이거는 보안 정책에서 허용하는 범위 내에 어떤 합 합당한 합법적인 변화다 많은 것 들을 기록할 필요가 있습니다.,1
그렇기 때문에 어디로 바뀔지는 모르지만 불확정적이지만 동시에 측정할 수 없어요.,1
어디서 (output)/(아웃풋)을 다음에 (input)/(인풋)값으로 쓰느냐에 따라서 모두 조금씩 다릅니다.,1
암호 피드백 모드를 봤을 때 어디죠?,1
밋 인 더 미들 그래서 밋 인 더 미들 공격이란 어떤 여러 부분에 동작하는 유형을 예상하는 수학적 (trick)/(트릭)을 이용해서 시작부터 끝까지 어떻게 어디서 만나는 지를 찾아내서 간단하게 암호화 과정을 유추하는 충돌을 예상하는 또는 충돌을 도출하는 이런 공격입니다.,1
그래서 여기에서 어디서 만나는지 다양한 값을 넣어 보고 또 여기에서의 어떤 결과 그리고 여기에서 발생하는 뭐 어떤 (algorithm)/(알고리즘)으로 동작하는지 이런 것도 예상했어요.,1
여기 보면 키를 어디 소유하죠?,1
그러기 위해서 우리가 어디 가죠?,1
그러면 안내를 하고 여기서 이제 발급을 어디서 받아요?,1
어디서 (pz)/(피지)나 페이먼트 게이트 웨이 또 밴 부가가치 사업자 이런 데서 요청이 들어와요.,1
그림에서 보시는 것처럼 방화벽이 없던 과거에는 어디서나 침입이 가능했는데 방화벽이 설치되고 난 뒤 외부와의 유일한 접점이 웹이 된 거죠.,1
그리고 이 팬테스팅은 단순하게 기술적인 결함을 찾아내는 이런 것보다는 보안에 대한 전반적인 프로세스가 잘 동작하는지 잘 동작하지 않는다면 어디서 (hall)/(홀)이 있는지 이를 검색하고 그리고 설계상의 문제 이게 전반적으로 (architecture)/(아키텍처)나 (infra)/(인프라)가 설계되어 있는데 디자인이 잘못돼 있어서 중간 중간 검증이 누락되거나 유효성 검증이 안 되거나 아니면 개인 정보가 유출되거나 노출되는 구간이 존재한다.,1
국정원은 8개 어디는 37개 소프트웨어 가이드라인이죠?,1
그리고 어디는 이제 15개 이런 식으로 다양한 (guide-line)/(가이드라인)을 내놓으면 이것 들을 하나 다 모아서 (consulting)/(컨설팅) 전문 업체 또는 모의 해킹 전문 업체에서는 하나의 완전한 체크 리스트를 만들고 그걸 매년 (infra)/(인프라) 취약점 점검을 하는 데 이용을 하고 있는 거죠?,1
어디가 가장 약한지 그리고 나서 공격 도구를 만들어서 공격을 수행하고 직접적으로 공격이 다 끝나면 흔적을 지우거나 아니면은 디페이스먼트 뭔가 웹서버의 앞 단의 화면을 바꾸거나 다른 행위를 나가는 거죠.,1
그래서 어디서 봤습니다. 오버 클럽이 가능한지 여부를 보고 우리가 (cpu)/(씨피유)에 어떤 성능을 측정하죠?,1
보안 설정을 그래서 보안 설정을 할 수 있게 우리는 일단 어디에다가 설정을 해야 되는지를 정의를 먼저 하고요.,1
자기가 어떤 걸 했는지 어디서 들어왔는지 어디로 침투했는지를 몰라야 돼요.,1
그래서 내부 웹 프락시는 (server)/(서버)를 사용하게 되면 (client)/(클라이언트)와 (server)/(서버) 간 통신에 개입해서 전달되는 (packet)/(패킷)을 중간에 보고 조작하거나 이거에 대해서 뭐 (masking)/(마스킹)이 되어 있는지 뭔가 (token)/(토큰) 정보는 유효한지 검증은 어디서 하는지 조작이 가능한지 암호화는 되어 있는지 이런 것들을 확인을 하겠죠.,1
공격 표면 이런 공격 표면을 찾아 가지고 보내준다 거나 새로운 (contants)/(콘텐츠)를 찾는데 이런 (scaner)/(스캐너)로 이용한다 거나 이런 뭔가 어디 (service)/(서비스)를 찾는 기능입니다.,1
그래서 어디서 병목이 발생하는지 성능이 계속 스루풋을 유지하는지 프로파일링하고 성능 분석을 이제 시계열 시계열 순으로 타임 라인을 만들고 에이치티티피 에그를 압축하는데 압축률이 얼마나 나오는지 이런 거 (caching)/(캐싱)하는데 (http)/(에이치티티피) (caching)/(캐싱) (data)/(데이터)가 얼마나 쌓이는지 이런 걸 보는 거 할 때 성능 (testing)/(테스팅)이라고 하죠.,1
이거는 이제 폴더의 폴더의 폴더 요 구조가 노출되면 어디에 파일이 저장돼 있는지 이미지가 저장돼 있는지 구성 정보가 저장돼 있는지 이 리스트가 노출되는 경우 그래서 노출되지 않도록 해야겠죠.,1
어디서 찾아주죠?,1
그래서 데이터가 어디서 어디로 이제 뭔가 전 전송이 되는지 그리고 기본적으로는 폭포수 모델을 기본으로 해서 그리고 (top-down)/(탑다운) 방식으로 개발을 진행합니다.,1
하지만 중요한 건 입력값이 어 어디선가 입력값을 받아들인다는 얘기는 서버에 공격이 가능하다라는 얘기입니다.,1
지금은 버전 어디에 위치해 있나요?,1
어디서나 어느 (program)/(프로그램)이나 어 다 가져다 쓸 수 있는 것들이죠?,1
(embedded)/(임베디드)화 같은 경우는 어디에 이렇게 심어져 있어서 그러한 (embedded)/(임베디드) 환경을 지원해 주고 우리 실시간 (real)/(리얼) 타임 환경을 지원해 주면서 이렇게 대화형의 인터프린터를 지원하고 있다라고 얘기를 드릴 수가 있는 것 들이죠.,1
우리 자판기에서 고객은 돈을 준비해서 이 돈을 어디다 넣죠?,1
이 첫 번째 대원 객체는 우리 어 이런 그 어디 캠핑 같은 거 좋아하나요?,1
그러면 첫 번째로 얘는 어디예요?,1
교수님 혹시 저희 컴퓨터 사양은 어디서 확인할 수 있어요?,1
어디 갔죠?,1
교수님 H는 어디에 사용하는 지 설명해주실 수 있나요?,1
다음에 미국에서 (turing machine)/(튜링 머신)을 연구해서 박사학위를 취득했고 어 이런 암호학 같은 것들이 우리 어디 쓰이죠?,1
그런데 어 이렇게 예측할 수 있는 것들은 과연 어디에서 나타나는 것이냐라고 인제 얘기를 드릴 수가 있을 것 같습니다.,1
이러한 깊이 우선 탐색 기법과 우리 너비 우선 탐색 기법은 주로 어디서 많이 사용될까요?,1
"교수님, 그러면 알고리즘의 특성에서 입력 정보는 다 어디로 부터 오는 정보를 입력하는건가요?",1
퀸은 전후자우 어디든 갈 수 있다.,1
퀸은 수평 수직 대각선 방향으로 어디든 갈 수 있죠?,1
"교수님, 질문이 있는데요, 이렇게 각각 공유가 돼있는 데이터들을 어디서 수집하나요?",1
어디 회사를 가보면 어 이렇게 아이디 이런 아이디 카드를 입력을 한다든지 또는 지문 인식이나 바이오 정보를 인식해서 들어가는 어 이런 시스템들을 우리는 출입 통제 시스템이다 라고 얘기를 하고 있습니다.,1
그래서 우리는 앞으로 클라우드 컴퓨팅이라고 해서 어 이 내의 데이터를 항상 저장을 잘할 수 있고 언제 어디서나 이 나의 데이터 베이스를 항상 사용할 수 있는 것들 어 를 우리는 인터넷을 통해서 언제 어디서나 필요한 정보를 쉽게 습득할 수 있는 어 그런 역할들 가져가고 있다라고 얘기를 드릴 수 있습니다.,1
그래서 결과적으로 전체적인 면에서 보면 여기에 프로젝트 연산에 있을 경우에 이것이 전체 집합인데 결과물을 이렇게 나오는데 결과물을 보면 자 이것을 부분 집합인데 어디에 초점이 가 있는가 하면 이렇게 원하는 속성이 여기에 원하는 속성에 해당되는 것만 찾아서 어 이렇게 어 결과를 뽑아냈다는 뜻입니다.,1
플러스 요것도 나중에 플러스가 어디 있느냐에 따라서 달라지는데 일단은 어 양쪽에 일치하지 않는 것도 나타낸다라고 이해를 하시면 되겠습니다.,1
그래서 사용자들은 어 하드 디스크가 얼마 있는지 어디 있는지를 알 필요가 없습니다.,1
이것도 이제 관심 있는 사람은 (graphic card)/(그래픽 카드)를 샀는데 어디 연결해야 될지 저 이런 점은 인제 그때 처음으로 이렇게 (main board)/(메인 보드)를 한번 열어 보는 겁니다.,1
그러면 어 다른 형태의 (main board)/(메인 보드)를 보더라도 어 정확하게는 아니지만 설명서를 보면 대략 어디에 어떻게 연결 돼있다는 것을 알 수가 있습니다.,1
나오는 값을 어디다 저장을 해 하면 여기에 저장을 했고 최종적으로는 우리가 메모리에 저장을 해야 나중에 볼 수 있기 때문에 이 값은 나중에 이렇게 들어 갑니다.,1
그럴 경우에 어디 있는 명령을 실행할 것인가 하는 것을 항상 기억하고 있어야 됩니다.,1
그다음에 (memory)/(메모리) 주소로 이제 (stop)/(스탑) 요것도 자 (memory)/(메모리) 아까 어 어디로 접근할 것인가 하는 (memory)/(메모리) 주소를 또 저장을 해야 됩니다.,1
(c언어)/(씨언어)에서 두 개의 값을 빼기 위해서 영 보다 크냐 크면 어디로 가라 뭐 이런 것들 있죠.,1
어디에 뭐 그 발이 삐었다.,1
혹은 어디 뭐 진흙이 빠졌다.,1
그러면 이 (server)/(서버)하고 어 아마 내 (server)/(서버)가 어디 (ip)/(아이피)가 있을 텐데 내 (server)/(서버)하고 내 컴퓨터하고 상대방 (server)/(서버)하고 (data)/(데이터)를 주고받겠죠.,1
그런데 (ip)/(아이피) 주소는 이제 우리가 뭐 어디로 (server)/(서버) 주소 같은 게 있기 때문에 (ip)/(아이피) 주소는 알고 있는데 이것이 이제 (lan)/(랜) 환경에서 보낼 때는 상대방의 어 (mac)/(맥) 주소를 알아야 되는 것이죠.,1
